Query,RetrievedDocuments
391,FR940902-2-00041 FR940603-0-00011 LA103090-0161 FT934-11413 FR941006-1-00105 FT942-972 FR940920-2-00084 LA022390-0089 LA020889-0051 FR940628-2-00058 FR940712-2-00070 FR940819-2-00076 FR940224-2-00091 FR941003-2-00057 LA083190-0045 LA122590-0020 FR941130-2-00070 LA112190-0125 FT923-11708 FR940617-0-00056 FT931-11157 FT933-6101 LA083189-0124 FT924-11213 LA020990-0146 FR940425-0-00010 FBIS3-23626 FT931-2756 FR940114-2-00012 FBIS3-59706 FT941-13425 LA102289-0100 FT933-1430 LA101489-0072 FT941-3993 FT934-10491 FT931-10995 FT931-7470 FT933-1541 FBIS3-15806 FT933-9287 FR940318-2-00104 FBIS3-21857 FT941-14016 FR940104-0-00036 FT932-12941 FT944-18706 FT924-648 FT942-8823 FT941-4655 FT921-7512 FBIS3-41153 FT944-10432 FT924-9559 FT924-2198 FT923-11707 LA040590-0153 LA112089-0024 FT921-2691 FT941-7714 FT921-380 FBIS4-45394 FT941-10753 FT942-17001 LA072789-0010 FT941-7782 FBIS4-57131 FT941-1818 FT923-11711 FT943-7494 FT941-12321 FT943-45 FT923-15307 FR940816-2-00071 FT924-152 LA111090-0112 FT933-9289 FT931-8368 FT922-2196 LA080789-0031 FT934-2667 LA093090-0243 FT931-8119 FT941-1062 FR940208-2-00058 FT931-9959 FT924-4757 FT943-12647 FT921-15034 FT941-514 LA121090-0086 FT941-1816 FT933-9830 LA102489-0027 FBIS4-55681 FT934-9762 FBIS4-56583 FT922-549 FT941-1813 FT922-15514
392,FBIS4-44738 FT944-18195 LA030589-0277 FBIS3-46247 FT911-129 FT933-4691 FBIS3-40531 FBIS3-40223 FT941-1242 FBIS3-20967 FT931-6266 FT922-9444 LA081490-0052 FBIS4-44650 FBIS3-59694 FBIS3-4413 FT922-4414 FBIS3-40420 FT923-4774 FBIS3-1764 FBIS3-40520 LA020690-0057 FBIS3-59639 FBIS4-44737 FT924-1130 FBIS4-44855 FT942-5669 FBIS3-1903 FBIS3-3923 FT932-769 FT941-13625 FBIS3-1902 FT941-15546 FBIS4-44815 LA070289-0024 LA103190-0122 FT924-11363 LA092189-0061 FBIS4-22880 FBIS3-40516 FBIS3-40533 FT911-135 FBIS3-20965 FBIS3-20966 LA060289-0087 FBIS4-44733 FT922-4578 FT922-4461 FT922-8032 FBIS3-59512 FT923-4779 FT922-11806 FBIS3-21244 LA080490-0157 FBIS4-4159 LA112189-0062 FT921-8893 LA011490-0160 FT923-12990 FT932-6741 FT934-4378 FBIS4-44769 LA071789-0059 FR941031-2-00050 FT931-2017 FT941-4404 FT924-10484 LA040489-0058 FT933-2180 FBIS4-29167 LA042490-0150 FT934-5377 FT923-7461 FT931-9142 FT933-12567 FT942-12501 FBIS3-38381 LA082490-0060 FT923-11658 LA082490-0134 FT944-15801 FT942-13969 FT924-1031 FBIS4-28638 LA042690-0184 LA102989-0052 FBIS3-42522 FT921-3682 LA042689-0150 FBIS3-21237 FT921-7950 LA070790-0040 FT922-9445 FT943-5054 FBIS4-44817 LA081990-0004 FT921-7109 FT921-3914 FBIS4-44851 FT942-16561
393,FT924-15580 LA081789-0045 LA080190-0135 LA040989-0124 LA061090-0035 LA091189-0107 LA122689-0126 LA040689-0199 FBIS4-43927 LA082089-0087 LA042190-0143 LA071290-0041 LA090890-0037 FT931-8050 FBIS4-37309 FBIS3-42218 LA081889-0147 LA010990-0051 LA122789-0073 LA013089-0100 LA071489-0061 FBIS4-1358 FR940428-2-00117 LA072290-0030 LA050490-0142 LA050689-0099 FBIS4-43969 LA122790-0176 FBIS4-48277 FT921-4811 FBIS4-56041 FBIS3-34202 LA021390-0090 FBIS3-33799 FT923-3306 FBIS4-44054 FBIS3-34070 LA032290-0008 FT933-10279 LA070989-0166 FT924-5435 FT924-14248 FT931-12462 FBIS4-60290 LA112290-0141 LA041390-0197 LA062289-0065 FBIS3-53260 LA032089-0038 FBIS4-58226 FBIS3-12852 FBIS4-48701 LA052089-0025 FT924-3268 LA060189-0203 FT932-13087 LA032990-0139 FT922-3703 FBIS3-20757 FBIS3-17407 FT943-14367 FT933-12556 LA072889-0023 FBIS3-46472 FBIS4-58804 LA070689-0014 LA052590-0096 LA031889-0048 LA061690-0003 LA011990-0102 FBIS4-37107 FBIS4-13962 FBIS4-15109 LA100190-0028 LA030790-0049 LA041189-0024 FBIS4-1794 FT923-14425 LA040390-0039 FT943-12374 FT934-14061 LA122290-0050 LA013189-0014 FBIS3-12380 LA031889-0049 FT942-5430 FBIS4-57923 FBIS4-46249 LA042189-0117 LA101290-0036 FT932-6105 FBIS3-12942 FBIS4-414 LA071489-0020 FBIS4-60362 FBIS4-399 FBIS4-59729 LA011389-0021 FBIS3-52547 FBIS4-11996
394,LA072089-0027 LA100189-0092 LA020190-0137 LA081389-0196 LA031190-0045 LA052690-0009 LA093090-0115 FBIS4-1399 LA011890-0086 LA051189-0154 LA121589-0149 LA111689-0160 LA122290-0110 LA052790-0182 LA052090-0131 FT921-6593 LA101890-0207 LA062990-0103 FT941-2134 LA062289-0088 LA062490-0112 FT933-9008 LA060490-0111 LA082189-0007 LA111590-0083 LA110989-0239 FBIS3-45606 FBIS4-34351 LA061889-0177 LA022190-0019 LA010589-0068 LA100989-0053 LA022489-0162 LA042390-0011 LA101289-0101 LA032389-0025 LA053190-0222 FBIS4-66261 LA123090-0080 LA032290-0139 LA092990-0006 LA091889-0058 LA060790-0028 LA110489-0051 LA022789-0102 LA041090-0056 LA102689-0073 LA081289-0047 LA062190-0130 LA061790-0029 LA101690-0105 LA041090-0116 LA052689-0093 LA060390-0196 LA040490-0039 LA062889-0079 LA051190-0151 LA111889-0098 LA062890-0032 LA041090-0043 LA081889-0107 FT921-4473 FBIS3-3910 LA110790-0104 LA120789-0016 LA081789-0137 LA021989-0065 LA050390-0077 LA032389-0006 LA020989-0132 LA060889-0101 LA050790-0055 LA092190-0125 LA083190-0005 LA110590-0105 LA031990-0075 LA031189-0121 LA092189-0212 LA042089-0180 LA081690-0202 LA121390-0053 LA052989-0033 FBIS3-2342 LA061790-0128 LA042090-0146 LA102590-0214 LA082490-0058 LA031790-0128 LA061989-0022 LA011890-0004 LA041990-0126 LA091690-0090 LA122690-0090 LA081389-0073 LA072089-0085 LA111290-0039 LA032990-0123 LA011889-0061 FT943-12722 LA071789-0097
395,FBIS3-21296 FBIS4-56176 FBIS4-51074 FT934-9708 FBIS3-25997 FBIS4-15987 FT943-44 FBIS3-50740 FT924-9868 FBIS4-24813 FBIS4-24538 FBIS4-49095 FT944-12438 FT942-7298 FBIS4-10429 FT932-5695 FBIS3-10878 FBIS4-56177 FBIS4-10983 FBIS4-52601 FBIS4-50749 FBIS4-7744 FBIS3-27136 FBIS3-1851 FBIS3-28010 FBIS4-57581 FBIS4-25756 FBIS3-51134 FBIS3-44474 FT934-7591 FBIS3-50579 FBIS3-10669 FT921-15886 FBIS4-32817 FBIS4-56591 FBIS3-33309 FT941-3485 FT943-11956 FT924-14658 FBIS3-32016 FBIS4-11452 FT934-5958 FBIS4-50712 LA073190-0122 FT911-2446 FBIS3-32487 FBIS3-34176 FBIS4-49146 FBIS3-14284 FT941-6761 FBIS4-28131 FBIS3-22960 FBIS3-34820 LA123089-0138 FBIS4-10907 FT932-13562 FT921-6648 FT941-3493 FBIS4-2294 FT923-14219 LA101790-0042 FT932-10765 FBIS4-24711 FT934-3970 FT934-12157 LA042290-0083 LA082089-0203 FBIS3-8 FT941-6132 FT942-10654 FBIS3-51016 FT933-14547 FT922-10913 FBIS3-26295 LA052790-0065 FT934-4579 FT932-3827 FT924-2554 FBIS3-10114 LA032489-0175 FBIS4-57911 LA060189-0104 FBIS4-51630 FT931-9190 FT924-3610 FT942-7403 FT942-768 FT944-7133 FT932-2961 FT922-1003 FBIS3-25921 LA100989-0101 FT932-16945 FT933-2521 FT943-9538 FBIS4-54252 FT922-4424 FT934-9895 FT943-4468 FBIS4-53135
396,FT923-9638 FT923-7392 FT923-4291 FT923-2548 LA100690-0080 FR940405-1-00054 FR940405-1-00035 FR940405-1-00038 FR940405-1-00092 FBIS3-41804 FT924-15322 FR940405-1-00040 LA052790-0182 LA013090-0111 FR940405-1-00084 LA112490-0149 FR940405-1-00039 LA112789-0001 LA042990-0140 LA092490-0069 FT944-18520 FR941202-0-00176 LA070990-0007 FBIS4-36971 FR941202-0-00178 FR941202-0-00180 FBIS4-20452 FR940511-1-00103 FR941202-0-00185 FR941202-0-00181 LA071590-0202 FR941202-0-00183 FR941202-0-00186 LA020890-0095 FR940405-1-00098 FT932-12233 FT934-5098 FBIS3-6463 LA071090-0010 FR940405-1-00077 FR941202-0-00188 FR940511-1-00104 FT931-14001 FR941202-0-00182 LA032290-0239 FR941202-0-00187 LA060490-0010 FR941202-0-00179 FR941202-0-00177 FBIS4-67633 LA031489-0032 FT934-10053 FT934-1995 LA061889-0102 FT924-7164 FT944-18523 FT932-12991 LA012489-0078 FBIS3-16641 LA061390-0007 FT942-1237 LA071090-0101 FT932-7270 LA032390-0070 FBIS4-67018 LA050789-0124 LA082789-0198 LA051790-0172 LA031590-0014 LA092189-0021 FR940413-0-00088 LA020590-0126 FT934-10072 LA061489-0067 FBIS4-41193 FT944-16460 LA081789-0055 FT924-166 FBIS3-41801 LA041790-0117 LA061189-0052 LA021489-0105 LA040389-0012 LA052290-0188 FR940523-2-00063 FBIS3-40005 FT924-12923 FBIS3-3182 FBIS4-47590 LA121990-0109 FT922-6864 LA092789-0015 LA052589-0053 FT931-6132 LA090589-0080 FT921-4558 FR940816-2-00071 LA112189-0078 FT931-14147 LA042990-0053
397,FBIS3-47934 LA020190-0022 LA061090-0062 LA021689-0044 LA020690-0128 FBIS3-42466 FBIS3-29762 FBIS4-9882 LA071990-0021 FBIS4-28776 FBIS3-28272 FR940303-2-00168 FR941227-2-00175 FBIS4-50871 LA120789-0002 FR940803-0-00106 FR940412-1-00043 FR941219-1-00027 FBIS4-34836 LA062289-0086 FBIS3-46930 LA041990-0115 FBIS3-47036 LA060989-0007 FBIS4-21484 FBIS4-22640 FBIS3-7224 LA041790-0111 LA112589-0090 FBIS4-44850 LA092590-0140 LA022290-0227 FBIS4-44853 LA122789-0093 LA052890-0061 FBIS3-46932 LA040990-0119 FT934-17162 LA072390-0100 LA082389-0146 LA121989-0061 LA060490-0081 FBIS4-44896 LA122190-0112 LA110890-0248 LA031489-0124 FR940505-1-00229 LA071789-0107 LA042389-0182 LA042089-0009 FR940505-1-00301 LA042090-0090 LA072189-0118 FBIS4-67400 FBIS3-7221 LA080789-0066 FT924-5855 LA072089-0167 FT941-14983 LA072389-0022 FBIS4-44738 LA121690-0172 FR940926-2-00097 LA020890-0157 FBIS3-5643 FBIS4-26122 FR940831-2-00162 FBIS3-46247 LA090189-0114 FBIS3-48688 LA072390-0101 LA032290-0239 LA111290-0111 LA032390-0070 LA070489-0018 LA031689-0039 LA060890-0032 LA072389-0103 LA081290-0135 LA100789-0148 FT934-12176 FBIS3-21710 LA012590-0253 LA030889-0144 LA031590-0243 FBIS4-20567 LA112889-0142 LA120690-0090 LA102890-0062 FBIS4-20505 FBIS3-19084 LA042690-0086 LA082390-0027 LA101789-0024 LA110190-0045 LA010590-0173 FBIS3-40451 LA020989-0021 FT934-13207 FBIS4-44872
398,LA060290-0124 FBIS4-20933 FBIS3-40898 FBIS4-30957 FBIS4-66920 FBIS4-45144 FBIS3-40988 FT923-9588 FT924-808 FBIS3-35613 LA052090-0017 LA111390-0093 FBIS3-41011 FBIS3-8048 FBIS3-57524 LA052790-0206 FT944-10126 FBIS4-17834 LA111590-0248 FBIS3-56390 FT932-7971 LA100490-0081 FBIS3-14753 FBIS4-21441 FBIS4-67680 FT942-5102 FBIS4-38637 FBIS3-11405 FBIS3-22040 FBIS4-39667 FT922-15549 FBIS3-42159 LA111690-0002 FBIS3-22168 FBIS4-46434 LA012089-0003 FBIS3-41050 FBIS4-67924 FBIS4-62141 FBIS3-21587 FBIS3-58058 FBIS3-58028 FBIS4-55080 FBIS4-66993 LA020290-0064 FBIS3-21572 FBIS4-60762 FBIS4-41906 LA071289-0142 FBIS3-22831 FBIS3-47456 FBIS4-61130 FT922-2550 FBIS3-28302 FR940304-1-00049 LA111390-0077 FBIS4-19809 FBIS3-17114 LA081090-0185 FBIS3-40475 FBIS4-45120 FBIS3-15520 FT934-8100 LA021290-0036 FBIS4-64172 FT924-13436 FBIS3-16434 FT943-14095 FBIS3-28960 FBIS4-23083 FT944-12173 LA081089-0067 FT921-9764 FBIS4-16110 FBIS4-63829 LA050789-0068 FT943-1291 FT934-8386 FBIS4-6148 LA070889-0051 FBIS4-67767 FBIS4-42062 LA082690-0062 FR940412-1-00015 FR940105-2-00100 FT921-14796 FT921-1224 FBIS3-19942 LA101689-0050 FT921-9517 FT924-15847 FBIS4-39241 LA033189-0033 LA052790-0212 FBIS4-44769 FBIS3-59653 FT941-16165 FBIS4-42783 LA052189-0058 FBIS3-44224
399,FT934-7286 FBIS4-21350 FBIS4-21536 FBIS3-6833 LA032289-0033 FBIS4-45777 LA081390-0044 FT944-6974 LA062290-0052 FR940811-0-00045 LA081590-0093 FBIS3-22452 LA081390-0001 FR940811-0-00042 LA101589-0091 FBIS3-2713 LA041789-0048 FBIS3-33324 FR940119-0-00052 LA110389-0055 LA102990-0070 FBIS3-24592 FR940913-1-00034 FR940810-1-00016 FR940419-0-00123 FBIS4-5049 FR940119-0-00066 FR940503-0-00066 FBIS4-27637 FR940819-0-00080 FR940816-1-00013 FR940831-0-00055 FBIS3-33102 FR940119-0-00058 FR940819-0-00082 FR940617-0-00104 FR940302-2-00097 FBIS3-59694 FR940429-0-00017 FBIS4-49902 FR940930-0-00114 FR941007-0-00077 FR940831-0-00073 FR940830-1-00094 FR940317-2-00103 FT943-9874 FBIS3-44900 FR940620-1-00011 FR940527-0-00043 FBIS4-2223 FR940617-0-00106 FR940325-1-00024 FBIS3-42053 FR940325-1-00019 FR940119-1-00059 FR940202-0-00098 FBIS4-3763 FR940325-1-00033 FR940506-1-00048 FT942-4810 FBIS3-48230 FBIS4-33507 FR940906-0-00070 FR941212-0-00070 FR941221-1-00019 FBIS4-14604 FR941125-2-00090 FT923-6097 FBIS3-48302 FT944-11048 FR941004-1-00002 FR940324-0-00044 FBIS4-55084 LA061889-0115 FR940119-1-00060 FR941020-0-00032 FR940725-0-00122 FR941227-1-00048 FR940202-0-00097 FR941230-0-00061 FR940224-1-00052 FR940907-0-00019 FBIS3-56983 FR941116-0-00082 FR940916-0-00055 FBIS4-28405 FBIS4-2961 FR940920-2-00071 FR940907-2-00008 FR940916-0-00040 FR941103-0-00090 FBIS4-33537 LA030589-0135 LA120290-0076 FR940916-0-00024 FT943-7551 FBIS4-15861 LA041489-0085 FR940620-0-00050 FBIS3-8391
400,LA032590-0089 LA061790-0153 LA012289-0052 LA070890-0117 LA060989-0041 LA042389-0057 LA121290-0147 LA102390-0098 LA101589-0017 LA121890-0005 LA050789-0087 LA031290-0038 LA040789-0077 LA121489-0128 LA092390-0004 LA012289-0165 LA121390-0112 LA060890-0004 FT924-9727 FT922-5538 FT922-7175 FBIS4-67420 LA100290-0091 LA121489-0140 LA121490-0163 FBIS4-45689 LA031289-0053 FT921-15902 FT924-12989 FT944-10636 FT941-6115 FT921-3082 FBIS3-41589 FT944-6336 FT921-14181 FBIS4-9972 FT924-2556 FBIS4-34521 FT934-5297 FT924-2553 FT921-3723 FT943-12730 FBIS4-67424 FT922-5621 FT922-5106 FT934-11287 FBIS4-67558 FBIS4-57495 FT922-8377 FT922-5108 FBIS3-10660 LA072789-0014 FBIS4-67363 LA120289-0025 FBIS3-22312 FT931-6077 LA061989-0002 LA012490-0082 LA010889-0078 FBIS4-21447 LA082089-0061 FT943-16062 FT924-4583 FBIS3-22404 LA051389-0024 LA041589-0028 FBIS3-41590 LA071290-0117 LA011389-0030 FT921-1694 FBIS4-45817 FBIS3-41436 LA081490-0114 LA091690-0046 FT922-8533 LA011889-0058 LA102890-0027 FBIS4-67351 FT924-2554 FT921-3692 FBIS4-57381 FT923-437 FT931-5666 FT941-11860 FBIS3-41241 LA080689-0096 FBIS3-33291 FBIS4-9733 FT943-2360 FT931-8048 LA082890-0051 FBIS4-66951 FBIS4-44904 FBIS4-45613 LA030890-0103 FBIS4-57716 FT922-10526 FT942-1953 FBIS3-41071 LA052290-0127
671,LA072089-0025 FT931-8433 LA091890-0141 LA050789-0175 LA060790-0041 FT931-3737 LA080489-0027 LA083189-0082 LA060890-0044 LA092090-0096 LA120689-0092 LA082789-0082 FT934-11867 FT934-2326 LA121390-0038 LA052089-0054 LA052490-0096 LA121490-0016 LA091489-0066 LA010589-0175 LA120989-0112 LA111689-0054 LA121289-0005 LA122889-0116 LA092889-0178 FT931-7970 LA021089-0141 LA010790-0050 LA123089-0101 LA123190-0100 LA111890-0063 LA102289-0176 LA010589-0065 LA110489-0094 FBIS3-7444 LA121489-0138 LA122489-0202 LA122090-0044 LA101989-0181 FBIS3-35349 LA111890-0184 LA062990-0162 LA122689-0016 LA022290-0017 LA010689-0013 LA100589-0141 FBIS4-36330 LA111989-0141 LA092689-0085 FT931-3388 LA060889-0105 LA112090-0041 FR940126-2-00037 FBIS4-37033 LA103089-0035 FBIS4-11996 FBIS4-46196 FBIS4-57110 FBIS3-57300 LA012790-0057 LA101989-0013 FR940126-2-00035 LA122689-0092 FT942-1006 LA120889-0163 LA100389-0022 LA120690-0116 FBIS3-23185 FBIS3-2117 LA112990-0090 FT923-5558 LA072089-0062 FBIS4-42149 LA112690-0078 LA100389-0075 FBIS4-12348 FT934-10276 FBIS3-15285 FT922-4147 LA122890-0025 FBIS4-11948 FBIS4-62814 LA090290-0041 FT921-1859 FT924-7488 FBIS3-33671 FBIS4-60043 FBIS3-40578 LA010390-0070 FBIS3-45954 FT931-13289 FBIS3-34222 FT922-217 FBIS4-38089 FBIS4-58862 LA112389-0076 LA120789-0132 FBIS4-52453 LA120789-0126 LA010390-0008
672,LA060790-0120 FT931-3133 LA091089-0006 LA062689-0030 FBIS3-895 FR940511-1-00041 FBIS3-686 FBIS4-23095 LA022689-0146 FT922-4375 LA050590-0010 FR940705-2-00011 FT944-8194 FT923-7399 FBIS4-47385 FR940526-2-00105 FR941122-2-00130 LA030989-0135 LA052390-0164 FBIS3-59634 FT932-1915 LA020190-0097 FBIS4-33237 FT942-4771 FBIS4-65051 FBIS4-7536 FBIS4-65890 LA010790-0064 FBIS3-26088 FR941202-2-00144 LA101289-0175 FBIS4-43838 FT944-15864 FR940603-0-00126 FT944-10660 FBIS3-57833 FBIS3-11049 FR940603-0-00125 FBIS3-49919 FT932-12649 FT943-5736 FT923-2795 FT932-4552 FT931-3573 FR940805-2-00063 FT911-2266 LA081590-0102 FT911-4518 FBIS4-60486 FR940930-2-00158 FT933-4444 FT922-12735 FT933-3646 LA050390-0113 FBIS4-49140 FBIS3-18686 FT941-12349 FBIS4-65041 FBIS4-42331 FBIS4-53383 FT924-6424 FR940603-0-00159 FR941202-2-00160 LA081390-0070 FBIS3-2911 FR941007-1-00060 FBIS3-15833 FT941-12921 FR940603-0-00123 FT944-14542 FR941206-1-00140 LA022490-0167 FT934-14968 FR940902-2-00104 FBIS4-65222 FT943-482 FT924-2294 FT932-16875 FBIS3-57765 FT942-9146 FT934-2129 FT924-8517 FT944-15635 FT931-6069 FT941-16303 FT944-15716 FBIS4-65612 FT924-9114 FR940406-0-00138 FBIS3-20699 FBIS3-16667 FT934-850 LA041790-0127 FT922-4868 LA090990-0199 FBIS3-49512 FBIS4-31430 FT922-4634 LA022189-0094 LA100690-0081
673,LA021789-0008 LA020789-0116 LA011689-0035 LA011189-0094 LA021389-0050 LA072289-0056 LA031789-0071 LA021689-0093 LA021289-0044 LA060389-0038 LA051489-0170 LA021689-0085 FBIS3-16444 LA051589-0055 LA120689-0033 LA090990-0245 FT932-3130 FBIS3-42230 LA111889-0007 LA101889-0016 LA022089-0014 LA101890-0056 LA102989-0192 LA071189-0022 LA012990-0046 FT932-12058 LA051689-0054 LA073089-0023 LA051489-0153 FBIS4-37650 FBIS3-57925 LA070190-0132 FBIS3-35477 FBIS3-19996 FT922-12365 FT922-10601 LA102490-0029 FT933-12915 FBIS4-13961 FBIS4-67210 LA121989-0009 FBIS3-52525 LA122589-0040 FBIS4-67294 LA021290-0036 LA070989-0147 FBIS3-54503 LA102490-0030 LA092389-0093 FBIS3-55396 LA112989-0065 FBIS3-21892 FT944-3798 LA042890-0129 FT934-4895 LA010189-0079 LA051289-0054 LA052790-0206 LA102589-0014 LA040890-0148 LA120189-0010 FBIS3-60116 LA021089-0009 LA032590-0127 LA051089-0017 LA020489-0017 LA112090-0033 LA020290-0064 LA020990-0082 FBIS4-59185 FBIS3-13192 LA071790-0033 FT943-6240 FBIS3-54823 FBIS3-60871 FBIS3-23310 FBIS3-42828 LA040289-0054 FBIS3-41211 LA031889-0048 FT933-16499 FBIS3-52145 FBIS3-55441 LA012089-0003 FT911-1963 FBIS3-41182 FBIS3-14144 FBIS3-53301 LA111690-0002 FT944-10346 FBIS4-68275 FT921-5629 FBIS4-17619 FT924-9832 FT923-9438 LA052090-0025 FT944-14161 LA031189-0048 FBIS4-61525 LA120289-0118
674,LA120589-0078 LA091789-0064 LA100890-0126 FT942-10088 FT934-6608 LA100990-0061 LA020189-0064 LA121489-0025 FT921-15469 FT923-9203 FBIS4-40575 FT934-5187 FT932-3104 FT921-10517 FT924-12225 FT921-876 FT922-10418 FT941-14241 FBIS3-49599 LA091390-0057 FT924-14027 LA091290-0152 FT934-16775 FT941-2708 FBIS4-45717 FBIS3-22419 FT923-15645 LA111590-0056 FBIS3-22199 FT943-15099 FT911-2331 FT911-1702 FT911-1288 FT944-18187 FT941-10291 FBIS3-6690 LA091089-0095 FBIS3-6900 FBIS4-13344 LA050689-0095 FT941-4654 FT911-558 FT924-1947 FT922-15195 FT911-4348 FT922-13167 LA042490-0207 LA090289-0054 FT943-3477 FBIS4-7505 LA011490-0115 LA053190-0245 FT924-7244 FT931-8438 FT934-3157 LA122890-0132 LA082290-0068 FT911-565 FT942-11047 LA013090-0023 FT941-4184 FBIS3-60807 FBIS4-53800 FT943-14727 LA072789-0069 FT923-15085 FT942-4356 FT924-13644 FT934-1999 FT934-14099 FT931-1325 FT931-5762 FBIS3-23261 FT931-14769 FBIS4-20246 FBIS4-67539 LA071090-0045 FT921-8880 FT933-7140 FT921-8446 FBIS3-60318 LA050789-0119 FBIS3-58194 FBIS4-46000 LA021589-0001 FT941-13123 LA071590-0068 FT934-1514 FBIS3-42197 FT942-1428 LA121290-0037 FT934-5402 LA011390-0065 LA110489-0121 FBIS4-64349 LA071389-0001 FT911-2592 FT922-9337 LA012690-0009 FT921-15411
675,LA091490-0101 LA011890-0063 LA071989-0126 LA080689-0144 FT923-11036 LA022690-0044 LA101690-0016 LA041189-0054 LA092289-0059 LA062989-0058 LA072590-0123 LA100790-0037 LA120490-0172 LA081989-0138 LA071389-0166 LA051190-0110 LA070689-0099 LA031189-0121 LA062489-0071 LA100289-0061 LA090889-0006 LA013189-0055 LA021790-0098 LA010989-0105 LA121390-0154 LA090389-0136 LA022889-0129 LA070289-0133 LA030290-0145 LA061689-0023 LA021989-0118 FT923-8674 LA061890-0053 LA031289-0182 LA103090-0194 LA040690-0156 LA010690-0122 LA111489-0174 LA031989-0012 LA030990-0045 LA050290-0129 LA013089-0100 FT933-2374 LA071490-0108 LA031590-0132 LA103190-0064 LA030389-0171 LA070690-0133 LA032389-0211 LA061390-0120 LA061090-0158 FT944-5350 FBIS3-30493 LA020190-0135 LA030390-0105 FBIS4-68363 LA050690-0203 LA040889-0057 FT933-2148 LA071490-0055 LA082489-0098 LA100490-0104 FT922-14752 FT923-9012 LA030289-0158 LA050989-0036 LA080190-0152 FBIS3-2026 FBIS3-28155 LA081089-0207 LA092189-0166 FT932-9152 FT932-14425 FT942-1078 FT932-1182 FT944-3745 LA051090-0118 FT943-12159 LA080689-0079 LA010589-0139 LA032290-0153 LA081490-0136 LA013190-0131 LA092090-0151 LA052790-0065 FT923-10444 LA062789-0148 FT923-9041 FT923-9921 FT923-9924 LA033089-0111 FT923-10772 LA062890-0088 LA051290-0083 FT932-1459 LA050589-0028 FT923-10740 LA040590-0035 LA060990-0071 LA030589-0143
676,FBIS3-41153 FBIS4-9746 FBIS4-20981 FBIS4-67294 FBIS3-22058 FT922-3792 FBIS4-45455 FBIS3-21669 FBIS4-67070 FBIS3-21857 FBIS3-48058 FBIS3-60184 FBIS3-51521 FBIS3-41101 FBIS3-22072 FBIS3-41261 FBIS4-66993 FBIS4-26800 LA121690-0051 FBIS3-21673 FBIS3-35431 FBIS3-60175 FBIS4-67210 FBIS3-40603 FBIS3-22075 LA010189-0079 FBIS3-60000 FBIS3-41253 FBIS4-66984 FBIS3-59981 FBIS3-41154 FBIS3-41242 FBIS3-22065 FBIS4-45557 FBIS3-41241 FBIS3-41089 FBIS3-21785 FT924-10092 FBIS3-21851 FT911-4195 FBIS4-45394 FBIS3-21760 FBIS4-21005 FBIS4-22423 FBIS4-21119 FBIS3-60153 FBIS3-51442 FBIS3-21784 FBIS3-11820 FBIS3-36869 FBIS3-21754 FBIS4-10101 FBIS3-41132 LA092490-0071 FT932-3130 FBIS4-45307 FBIS4-27476 FBIS4-53750 FBIS4-45352 FBIS3-21895 FBIS4-66995 FBIS3-24329 FBIS3-22103 LA040889-0093 FBIS4-2355 FBIS4-44251 FBIS4-45580 FBIS3-33963 FBIS3-22049 FBIS3-41174 FBIS3-41168 FBIS3-21894 FBIS3-22653 LA032089-0038 FBIS3-48150 FBIS3-60185 FBIS3-21668 FBIS4-10356 FBIS4-67023 LA081890-0152 LA042090-0046 LA093090-0166 FBIS3-41244 FBIS3-21834 FBIS3-10451 FBIS4-45740 FBIS3-11989 FBIS4-21288 FBIS4-67129 FT922-13396 LA092389-0150 FBIS4-66983 FT932-9506 FBIS4-22214 FBIS4-21016 FT932-2681 FR940926-1-00022 FR941004-1-00055 LA022389-0086 LA111690-0173
677,FT943-5813 LA102089-0186 FT922-6399 FT922-11710 FT921-8941 FT941-2727 LA080590-0064 LA022589-0075 LA062490-0095 FT923-14710 FT923-14708 FT923-12263 FBIS4-18775 FR940524-1-00093 FBIS3-59547 LA022589-0083 LA022289-0063 LA070790-0009 LA020389-0122 FBIS4-44635 LA091690-0231 FT933-3204 FR940524-1-00094 LA021589-0081 LA121990-0065 FBIS3-39476 FR940524-1-00091 LA041789-0047 FBIS4-66448 LA070189-0036 LA060790-0032 LA122190-0018 FBIS3-5715 FR940511-0-00003 LA062289-0104 FR940525-1-00053 FBIS3-59639 FR940511-0-00008 FR940524-1-00092 FT932-5233 LA100690-0080 FR940705-1-00007 FR940525-1-00054 LA121389-0069 LA051090-0195 LA043090-0057 LA072290-0182 FR940620-0-00091 LA080390-0171 FR940202-2-00119 LA092489-0036 LA121689-0037 FT911-4484 LA080390-0070 LA070890-0163 LA042590-0137 LA042290-0226 LA060489-0094 LA092390-0212 FR940817-2-00015 FR940217-2-00019 FT942-15547 FT941-9968 FT922-9895 LA102889-0022 LA052589-0038 LA072689-0125 FR940728-2-00029 FR940318-2-00239 LA071790-0103 FT942-13802 LA092090-0028 FR940805-0-00006 FT943-14520 FT941-8710 LA111190-0177 FT924-5191 FR940706-2-00016 LA092090-0151 LA080589-0019 LA112089-0076 LA102189-0081 LA051289-0097 LA032289-0065 FT944-18630 FR941007-0-00050 LA081889-0135 LA040490-0139 FT932-10547 LA012989-0058 FT924-10170 FT943-9620 LA092590-0101 FR940511-2-00210 FT921-16280 FT931-10535 FT944-14742 LA080789-0092 LA120889-0101 FT934-547
